Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"looks better in person , fits just right , very comfortable .",null,performance#comfort,very comfortable,positive,IAEO
"the design was not typical adidas , in my opinion .",adidas,appearance#general,the design was not typical,neutral,EAEO
it ' s like someone spray painted on the shoe .,shoe,appearance#color,like someone spray painted on,negative,EAEO
size is good and a little extra for a foot that has problems .,size,performance#comfort,is good and a little extra,positive,EAEO
i really like the look with jeans .,null,contextofuse#use case,really like the look with jeans,positive,IAEO
only thing i was surprised they weren ' t has heavy and may not last too long with every day wear .,null,contextofuse#usage frequency,weren ' t has heavy and may not last too long with every day wear,negative,IAEO
only thing i was surprised they weren ' t has heavy and may not last too long with every day wear .,null,performance#durability,weren ' t has heavy and may not last too long with every day wear,negative,IAEO
very poor quality and they run small and no real support .,null,performance#support/stability,no real support,negative,IAEO
very poor quality and they run small and no real support .,null,performance#sizing/fit,they run small,negative,IAEO
very poor quality and they run small and no real support .,null,appearance#misc,very poor quality,negative,IAEO
"they looked cute , i was hoping they would work",null,appearance#general,they looked cute,positive,IAEO
"they looked cute , i was hoping they would work",null,cost/value,hoping they would work,negative,IAEO
these are not the standards i am used to from nb .,null,general,not the standards i am used to,negative,IAEO
will return .,null,cost/value,will return,negative,IAEO
i ordered for my grandkids also and they were just as cheap .,grandkids,contextofuse#purchase\_context,ordered for,neutral,EAEO
i ordered for my grandkids also and they were just as cheap .,null,appearance#material,just as cheap,negative,IAEO
why would you lower your standards after years of good quality shoes ?,shoes,cost/value,why would you lower your standards after years of good quality,negative,EAEO
why would you lower your standards after years of good quality shoes ?,shoes,contextofuse#review\_temporality,why would you lower your standards after years of good quality,negative,EAEO
i have used nb since i was a young girl and am now 50 years old .,nb,contextofuse#usage frequency,used nb since i was a young girl and am now 50 years old,neutral,EAEO
i have always gotten dependable shoes when ordering .,shoes,contextofuse#purchase\_context,always gotten dependable shoes when ordering,negative,EAEO
this foam stuff is not for us .,foam stuff,appearance#material,foam stuff is not for us,negative,EAEO
excited to see a new balance shoe with a vibram sole .,new balance shoe,contextofuse#purchase\_context,vibram sole,neutral,EAEO
the shoes appeared to be well designed and constructed .,shoes,appearance#misc,well designed and constructed,positive,EAEO
i tried to different sizes to get a good fit .,null,performance#sizing/fit,tried to different sizes to get a good fit,neutral,IAEO
"in both cases , the vertical height of the shoe in the toe area seemed reduced by the toe protector causing rubbing on the top of my toes .",shoe in the toe area,performance#comfort,vertical height of the shoe in the toe area seemed reduced by the toe protector causing rubbing on the top of my toes,negative,EAEO
"in both cases , the vertical height of the shoe in the toe area seemed reduced by the toe protector causing rubbing on the top of my toes .",toe protector,appearance#shoe component,vertical height of the shoe in the toe area seemed reduced by the toe protector causing rubbing on the top of my toes,negative,EAEO
returned both pairs .,both pairs,cost/value,returned,negative,EAEO
on my feet for 6 hours at a time .,null,contextofuse#usage frequency,on my feet for 6 hours at a time,neutral,IAEO
the shoe was stiff and didn ' t allow my foot to move well like the first pair .,shoe,performance#support/stability,stiff and didn ' t allow my foot to move well like the first pair,negative,EAEO
they fit well and are comfortable .,null,performance#sizing/fit,fit well,positive,IAEO
they fit well and are comfortable .,null,performance#comfort,are comfortable,positive,IAEO
they ' re cut higher on the side of the foot than my last pair .,null,appearance#shoe component,cut higher on the side of the foot than my last pair,negative,IAEO
the material above the toes wrinkles .,material above the toes,appearance#material,wrinkles,negative,EAEO
please bring back the original 990 slip on shoe .,original 990 slip on shoe,general,please bring back the original 990 slip on shoe,neutral,EAEO
they fit well with narrower instep and heel and had great support in the sole for those of us with arthritis in all the metatarsal bones and bunions to boot… .,null,performance#support/stability,heel and had great support in the sole,positive,IAEO
they fit well with narrower instep and heel and had great support in the sole for those of us with arthritis in all the metatarsal bones and bunions to boot… .,null,performance#sizing/fit,they fit well with narrower instep,positive,IAEO
they fit well with narrower instep and heel and had great support in the sole for those of us with arthritis in all the metatarsal bones and bunions to boot… .,heel,appearance#shoe component,heel and had great support in the sole,positive,EAEO
these were a sloppy loose fit with little overall foot support .,null,performance#support/stability,with little overall foot support,negative,IAEO
these were a sloppy loose fit with little overall foot support .,null,performance#sizing/fit,these were a sloppy loose fit,negative,IAEO
i ' m still hanging on to my old ones which are totally worn out .,old ones,cost/value,i ' m still hanging on to my old ones which are totally worn out,positive,EAEO
"had something like this from nb years ago that i loved , so i thought i ' d give it a try .",nb,contextofuse#purchase\_context,"years ago that i loved , so i thought i ' d give it a try",neutral,EAEO
it didn ' t work for me .,null,performance#use case applicability,didn ' t work for me,neutral,IAEO
was way too wide in the foot .,null,performance#sizing/fit,was way too wide in the foot .,negative,IAEO
) the shoe just wouldn ' t stay on my foot and so i returned it .,shoe,performance#sizing/fit,the shoe just wouldn ' t stay on my foot and so i returned it,negative,EAEO
sad as i love the versatility of the slip - ons .,null,performance#general,sad as i love the versatility of the slip - ons,negative,IAEO
"good fit at first , now them seemed to have stretched and have to wear them with socks .",null,contextofuse#review\_temporality,good fit at first,neutral,IAEO
"good fit at first , now them seemed to have stretched and have to wear them with socks .",null,appearance#form,seemed to have stretched,negative,IAEO
"good fit at first , now them seemed to have stretched and have to wear them with socks .",null,performance#sizing/fit,good fit at first,negative,IAEO
now they are worn and cannot return for narrower width .,null,appearance#form,they are worn and cannot return for narrower width,negative,IAEO
now they are worn and cannot return for narrower width .,null,contextofuse#purchase\_context,they are worn and cannot return for narrower width,negative,IAEO
just hope they don ' t stretch anymore !,null,performance#sizing/fit,hope they don ' t stretch anymore,negative,IAEO
just hope they don ' t stretch anymore !,null,performance#sizing/fit,hope they don ' t stretch anymore,negative,IAEO
really cute shoe but didn ' t work .,shoe,appearance#general,really cute,negative,EAEO
really cute shoe but didn ' t work .,shoe,appearance#general,but didn ' t work,negative,EAEO
fit was too small and needed just a little more heel coverage to walk correctly .,null,performance#sizing/fit,fit was too small,negative,IAEO
fit was too small and needed just a little more heel coverage to walk correctly .,null,appearance#form,needed just a little more heel coverage to walk correctly,negative,IAEO
fit was too small and needed just a little more heel coverage to walk correctly .,null,performance#support/stability,needed just a little more heel coverage to walk correctly,negative,IAEO
i had to return the shoe .,shoe,cost/value,had to return,negative,EAEO
i use these shoes to work and daily wear .,shoes,contextofuse#use case,i use these shoes to work and daily wear,neutral,EAEO
i work at a clinic and stand on my feet and my legs aren ' t burning by the time i get home .,null,performance#use case applicability,i work at a clinic and stand on my feet and my legs aren ' t burning by the time i get home,positive,IAEO
i love these shoes !,shoes,general,i love these shoes,positive,EAEO
comfortable and super cute !,null,performance#comfort,comfortable,positive,IAEO
comfortable and super cute !,null,appearance#general,super cute,positive,IAEO
i went to a family reunion and i was on my feet all - day an i tell you they were so comfortable i forgot i was wearing them .,null,performance#use case applicability,i was on my feet all - day an i tell you they were so comfortable,positive,IAEO
my family said how much they loved them .,null,appearance#general,my family said how much they loved them,positive,IAEO
my family said how much they loved them .,null,contextofuse#use case,my family said how much they loved them,positive,IAEO
"thank you , "" adidas """,""" adidas """,general,thank you,positive,EAEO
very stylish and comfy !,null,appearance#form,very stylish and comfy !,positive,IAEO
very stylish and comfy !,null,performance#comfort,very stylish and comfy !,positive,IAEO
so easy to wear and very classy !,null,performance#general,so easy to wear and very classy,positive,IAEO
so easy to wear and very classy !,null,appearance#general,so easy to wear and very classy,positive,IAEO
"i like it coz easy to wear , no need to tie a laces .",laces,appearance#shoe component,"i like it coz easy to wear , no need to tie a laces",positive,EAEO
"i like it coz easy to wear , no need to tie a laces .",null,performance#general,"i like it coz easy to wear , no need to tie a laces",positive,IAEO
and also comfortable esp during long walk & hours of standing .,null,performance#comfort,and also comfortable esp during long walk & hours of standing,positive,IAEO
and also comfortable esp during long walk & hours of standing .,null,performance#use case applicability,and also comfortable esp during long walk & hours of standing,positive,IAEO
"just received these , i ' d say they run 1 / 2 size , possibly whole size big on me .",null,performance#sizing/fit,"run 1 / 2 size , possibly whole size big on me",negative,IAEO
unfortunately there ' s no smaller sizes left so i must decide if i want to wear them big or return them .,null,contextofuse#purchase\_context,there ' s no smaller sizes left so i must decide if i want to wear them big or return them,negative,IAEO
"for the price , i might keep them .",null,cost/value,"for the price , i might keep",positive,IAEO
"i like them because they don ' t have leather on them , and i like the classic shell toe and the laceless is unique .",null,appearance#material,i like them because they don ' t have leather on them,positive,IAEO
"i like them because they don ' t have leather on them , and i like the classic shell toe and the laceless is unique .",shell toe,appearance#shoe component,i like the classic shell toe,positive,EAEO
"i like them because they don ' t have leather on them , and i like the classic shell toe and the laceless is unique .",laceless,appearance#shoe component,the laceless is unique,positive,EAEO
"love the design and comfort , but adidas needs to work on sizing .",adidas,performance#sizing/fit,needs to work on sizing,negative,EAEO
"love the design and comfort , but adidas needs to work on sizing .",adidas,appearance#general,love the design and comfort,positive,EAEO
"love the design and comfort , but adidas needs to work on sizing .",adidas,performance#comfort,love the design and comfort,positive,EAEO
bought half a size down but still felt loose .,null,contextofuse#purchase\_context,bought half a size down but still felt loose,negative,IAEO
bought half a size down but still felt loose .,null,performance#sizing/fit,bought half a size down but still felt loose,negative,IAEO
bought full size down but feels tight .,null,performance#sizing/fit,bought full size down but feels tight,negative,IAEO
bought full size down but feels tight .,null,contextofuse#purchase\_context,bought full size down but feels tight,negative,IAEO
love the sneakers .,sneakers,general,love,positive,EAEO
super comfortable but 1 / 2 size too big .,null,performance#comfort,super comfortable,negative,IAEO
super comfortable but 1 / 2 size too big .,null,performance#sizing/fit,1 / 2 size too big,negative,IAEO
the shoes are made of woven elastic bands .,shoes,appearance#material,are made of woven elastic bands,negative,EAEO
i am disappointed .,null,appearance#material,i am disappointed,negative,IAEO
i thought they were woven leather .,null,appearance#material,i thought they were woven leather,negative,IAEO
they look nice but the material is not the quality i expected .,null,appearance#general,they look nice,positive,IAEO
they look nice but the material is not the quality i expected .,null,appearance#material,the material is not the quality i expected,negative,IAEO
i love them y ' all need more colors so i can buy them,colors,contextofuse#purchase\_context,need more colors so i can buy them,neutral,EAEO
i love them y ' all need more colors so i can buy them,colors,appearance#color,need more colors so i can buy them,positive,EAEO
i love them y ' all need more colors so i can buy them,null,general,i love them,positive,IAEO
but the shoes that came to me is different with the photo so i get disappointed,shoes,contextofuse#purchase\_context,came to me is different with the photo so i get disappointed,negative,EAEO
but the shoes that came to me is different with the photo so i get disappointed,shoes,appearance#general,came to me is different with the photo so i get disappointed,negative,EAEO
love the color and style of shoe .,shoe,appearance#form,style of shoe,positive,EAEO
love the color and style of shoe .,shoe,appearance#color,love the color,positive,EAEO
they do run very small and narrow .,null,performance#sizing/fit,they do run very small and narrow,negative,IAEO
size up with you have wider feet,null,performance#sizing/fit,size up with you have wider feet,negative,IAEO
i was able to order my shoes online regardless if you show you have them available why not shipped them to the customer that ' s call fault applitiesment i really had my hopes up for my shoes this was a mother ' s day gift to me thanks finish line,shoes,contextofuse#purchase\_context,i was able to order my shoes online regardless if you show you have them available why not shipped them to the customer that ' s call fault applitiesment i really had my hopes up for my shoes this was a mother ' s day gift,negative,EAEO
"i love everything about this shoe , the style , look and the feel",shoe,general,i love everything,positive,EAEO
"i love everything about this shoe , the style , look and the feel",shoe,appearance#form,"the style , look",positive,EAEO
"i love everything about this shoe , the style , look and the feel",shoe,performance#general,the feel,positive,EAEO
"i tried these sneakers because although i loved my brooks ghost 13 ' s , they weren ' t the most stylish .",sneakers,contextofuse#purchase\_context,i tried these sneakers because although i loved my brooks ghost 13 ' s,neutral,EAEO
"i tried these sneakers because although i loved my brooks ghost 13 ' s , they weren ' t the most stylish .",sneakers,appearance#form,they weren ' t the most stylish,negative,EAEO
i ordered up per reviews but still so small .,null,performance#sizing/fit,but still so small,negative,IAEO
i ordered up per reviews but still so small .,null,contextofuse#purchase\_context,i ordered up per reviews,neutral,IAEO
they were the same price point as the brooks but half as comfortable .,null,cost/value,they were the same price point as the brooks but half as comfortable,negative,IAEO
they were the same price point as the brooks but half as comfortable .,null,performance#comfort,they were the same price point as the brooks but half as comfortable,negative,IAEO
had to send back immediately without even wearing them .,null,contextofuse#purchase\_context,had to send back immediately without even wearing them,negative,IAEO
the right shoe tongue was not even sewn into the shoe .,right shoe tongue,appearance#shoe component,the right shoe tongue was not even sewn into the shoe,negative,EAEO
"very disappointed , i have been a new balance customer for years .",null,general,very disappointed,negative,IAEO
"very disappointed , i have been a new balance customer for years .",null,contextofuse#review\_temporality,i have been a new balance customer for years,neutral,IAEO
waiting on my refund .,null,cost/value,waiting on my refund,negative,IAEO
these were a big disappointment .,null,general,were a big disappointment,negative,IAEO
"overall they felt chintzy , very light padding , not enough support , narrower than normal width .",null,performance#support/stability,not enough support,negative,IAEO
"overall they felt chintzy , very light padding , not enough support , narrower than normal width .",null,performance#sizing/fit,narrower than normal width,negative,IAEO
"overall they felt chintzy , very light padding , not enough support , narrower than normal width .",padding,appearance#shoe component,"felt chintzy , very light padding",negative,EAEO
"overall they felt chintzy , very light padding , not enough support , narrower than normal width .",null,appearance#material,"felt chintzy , very light padding",negative,IAEO
felt like i was wearing keds from ages ago .,null,general,felt like i was wearing keds from ages ago,negative,IAEO
these run too small so i had to send them back .,null,performance#sizing/fit,run too small,negative,IAEO
these run too small so i had to send them back .,null,contextofuse#purchase\_context,had to send them back,negative,IAEO
"my fave nb running shoe is no available in my size , so i ' ll have to try again .",nb running shoe,general,my fave,positive,EAEO
"my fave nb running shoe is no available in my size , so i ' ll have to try again .",nb running shoe,performance#sizing/fit,"no available in my size , so i ' ll have to try again",negative,EAEO
"my fave nb running shoe is no available in my size , so i ' ll have to try again .",nb running shoe,contextofuse#purchase\_context,"no available in my size , so i ' ll have to try again",negative,EAEO
was definitely not the color it said it was .,null,appearance#color,definitely not the color it said it was,negative,IAEO
so not happy with them,null,general,so not happy,negative,IAEO
cute colors but i ' m not as happy with these as my 840 ' s .,null,appearance#color,cute colors,positive,IAEO
cute colors but i ' m not as happy with these as my 840 ' s .,null,general,i ' m not as happy with these,negative,IAEO
they are 1 / 2 size small and i ' m getting pain in my toes .,null,performance#comfort,they are 1 / 2 size small and i ' m getting pain in my toes,negative,IAEO
they are 1 / 2 size small and i ' m getting pain in my toes .,null,performance#sizing/fit,they are 1 / 2 size small and i ' m getting pain in my toes,negative,IAEO
i may need to return them .,null,contextofuse#purchase\_context,i may need to return them,negative,IAEO
"i loved my 880v10s and was nervous the 880v11s would be too different , but they are great .",880v11s,general,they are great,positive,EAEO
little improvements with significant impact .,null,general,little improvements with significant impact,positive,IAEO
"it is my go - to road runner and like my 880v10s , i ' m putting them through their paces .",null,performance#use case applicability,my go - to road runner,positive,IAEO
"comfy , just enough stability , and stylish .",null,performance#comfort,comfy,positive,IAEO
"comfy , just enough stability , and stylish .",null,appearance#general,stylish,positive,IAEO
"comfy , just enough stability , and stylish .",null,performance#support/stability,just enough stability,positive,IAEO
"keep it up , nb !",nb,cost/value,keep it up,positive,EAEO
i like the pure white color and it ' s very comfortable !,null,performance#comfort,very comfortable,positive,IAEO
i like the pure white color and it ' s very comfortable !,null,appearance#color,i like the pure white color,positive,IAEO
i would recommend anyone to buy this shoe .,shoe,cost/value,i would recommend anyone to buy,positive,EAEO
plus afterpay makes it affordable,afterpay,contextofuse#purchase\_context,plus afterpay makes it affordable,positive,EAEO
the delivery time and the push back of my order was completely ridiculous .,delivery time,contextofuse#purchase\_context,completely ridiculous,negative,EAEO
i believe that finish line has gotten too big to value their customers !,finish line,contextofuse#purchase\_context,i believe that finish line has gotten too big to value their customers,negative,EAEO
i believe that finish line has gotten too big to value their customers !,finish line,cost/value,i believe that finish line has gotten too big to value their customers,negative,EAEO
"there is a dirty marking on the loop located on the heel of the shoe , mind you the loop is white and the spot won ' t come out .",shoe,appearance#material,there is a dirty marking on the loop located on the heel,negative,EAEO
"there is a dirty marking on the loop located on the heel of the shoe , mind you the loop is white and the spot won ' t come out .",shoe,contextofuse#purchase\_context,there is a dirty marking on the loop located on the heel,negative,EAEO
"there is a dirty marking on the loop located on the heel of the shoe , mind you the loop is white and the spot won ' t come out .",loop is white,appearance#color,spot won ' t come out,negative,EAEO
i don ' t know if i just need to break thee shoes in but the are really uncomfortable .,shoes,performance#comfort,are really uncomfortable,negative,EAEO
no cushion .,null,appearance#shoe component,no cushion,negative,IAEO
"just hard , like walking on the ground barefoot .",null,performance#use case applicability,"just hard , like walking on the ground barefoot",negative,IAEO
if you are planning to use this sneakers all day .,sneakers,contextofuse#usage frequency,planning to use this sneakers all day,neutral,EAEO
don ' t this shoe gave me the corn on both on my foot .,shoe,performance#comfort,gave me the corn on both on my foot,negative,EAEO
i can ' t even walk right now without feeling pain .,null,performance#comfort,can ' t even walk right now without feeling pain,negative,IAEO
bought these for my husband birthday and he loved them .,null,contextofuse#purchase\_context,bought these for my husband birthday,neutral,IAEO
bought these for my husband birthday and he loved them .,null,general,he loved them,positive,IAEO
he loved the colors and how comfortable they were .,null,appearance#color,loved the colors,positive,IAEO
he loved the colors and how comfortable they were .,null,performance#comfort,how comfortable they were,positive,IAEO
i have them in black and white .,null,appearance#color,i have them in black and white,positive,IAEO
i have them in black and white .,null,contextofuse#usage frequency,i have them in black and white,neutral,IAEO
the most comfortable shoes i have .,shoes,performance#comfort,most comfortable,positive,EAEO
very soft bouncy midsole for a smooth comfortable ride .,null,performance#use case applicability,very soft bouncy midsole for a smooth comfortable,positive,IAEO
very soft bouncy midsole for a smooth comfortable ride .,null,appearance#material,very soft bouncy midsole for a smooth comfortable,positive,IAEO
"upper is simple , lightweight , and very breathable with good foot lockdown .",null,appearance#material,"upper is simple , lightweight , and very breathable",positive,IAEO
"upper is simple , lightweight , and very breathable with good foot lockdown .",null,performance#support/stability,with good foot lockdown,positive,IAEO
one of my favorite shoes to run in !,shoes,performance#use case applicability,one of my favorite shoes to run in,positive,EAEO
highly recommended .,null,general,highly recommended,positive,IAEO
i had to return these shoes .,null,contextofuse#purchase\_context,i had to return these shoes,negative,IAEO
the tread looked very cheap so i just walked around the block once .,tread,appearance#shoe component,looked very cheap so i just walked around the block once,negative,EAEO
the tread looked very cheap so i just walked around the block once .,tread,contextofuse#use case,looked very cheap so i just walked around the block once,negative,EAEO
part of the tread had already worn off after about 7 minutes .,null,performance#durability,part of the tread had already worn off after about 7 minutes,negative,IAEO
part of the tread had already worn off after about 7 minutes .,tread,appearance#shoe component,part of the tread had already worn off after about 7 minutes,negative,EAEO
i am very disappointed as the comfort and look of these shoes was fantastic .,shoes,performance#comfort,comfort and look of these shoes was fantastic,positive,EAEO
i am very disappointed as the comfort and look of these shoes was fantastic .,shoes,appearance#form,comfort and look of these shoes was fantastic,positive,EAEO
love these shoes .,shoes,cost/value,love these,positive,EAEO
they are amazing .,null,general,they are amazing,positive,IAEO
but after about 200 miles the upper started to rip on the medial side near the big toe .,null,contextofuse#usage frequency,but after about 200 miles the upper started to rip on the medial side near the big toe,negative,IAEO
but after about 200 miles the upper started to rip on the medial side near the big toe .,upper,appearance#shoe component,but after about 200 miles the upper started to rip on the medial side near the big toe,negative,EAEO
seems they should last longer than that .,null,performance#durability,seems they should last longer than that,negative,IAEO
i also rotate with 1080s so they don ' t get everyday use .,null,contextofuse#usage frequency,i also rotate with 1080s so they don ' t get everyday use,negative,IAEO
"the thin upper is good , but too thin ?",upper,appearance#shoe component,"the thin upper is good , but too thin ?",negative,EAEO
i was very excited for this shoe after trying them on at my local running store .,shoe,performance#general,i was very excited for this shoe after trying them on,positive,EAEO
i really loved using them as a daily trainer .,null,performance#use case applicability,i really loved using them as a daily trainer,positive,IAEO
"however , after only 100 miles , both shoes completely ripped between the midsole and the upper .",shoes,performance#durability,"after only 100 miles , both shoes completely ripped",negative,EAEO
"however , after only 100 miles , both shoes completely ripped between the midsole and the upper .",shoes,contextofuse#review\_temporality,"after only 100 miles , both shoes completely ripped",negative,EAEO
these shoes are now essentially useless after very minimal use .,shoes,performance#use case applicability,useless after very minimal use,negative,EAEO
"i was very excited , overall , being that i ' ve always wanted a pair .",pair,contextofuse#purchase\_context,"i was very excited , overall , being that i ' ve always wanted a pair",neutral,EAEO
what perfect timing than to come across this awesome deal .,null,cost/value,what perfect timing than to come across this awesome deal,positive,IAEO
"that is , until i received my package , opened it , & noticed how small my shoes were .",shoes,performance#sizing/fit,noticed how small my shoes were,negative,EAEO
"i am a size 9 & , clearly , the shoes looked like they were a size 6 in kids or something .",shoes,performance#sizing/fit,looked like they were a size 6 in kids or something,negative,EAEO
i ' m so sad that they didn ' t fit me !,null,performance#sizing/fit,i ' m so sad that they didn ' t fit me,negative,IAEO
i ' ve been buying these same shoes for years .,shoes,contextofuse#purchase\_context,i ' ve been buying these same shoes for years,positive,EAEO
shoe runs way short compared to the pursuit and solas .,shoe,performance#sizing/fit,runs way short,negative,EAEO
could have used a half size or maybe a full size larger !,null,performance#sizing/fit,could have used a half size or maybe a full size larger,negative,IAEO
the shoe was nice but they were dirty like they were worn before and had scuffs on the side and front and there was glue on the front .,shoe,appearance#material,had scuffs on the side and front and there was glue on the front,negative,EAEO
the shoe was nice but they were dirty like they were worn before and had scuffs on the side and front and there was glue on the front .,shoe,general,was nice,positive,EAEO
the shoe was nice but they were dirty like they were worn before and had scuffs on the side and front and there was glue on the front .,shoe,appearance#material,they were dirty like they were worn before,negative,EAEO
"not satisfied when i was buying them "" new "" and as a gift for someone .",null,contextofuse#purchase\_context,"not satisfied when i was buying them "" new "" and as a gift for someone",negative,IAEO
"not satisfied when i was buying them "" new "" and as a gift for someone .",null,cost/value,"not satisfied when i was buying them "" new "" and as a gift for someone",negative,IAEO
the delivery time was a1 but the product itself was a 4 / 10 .,product,general,was a 4 / 10,negative,EAEO
and they ' re the white ones too so you can see any type of mark .,null,appearance#material,they ' re the white ones too so you can see any type of mark,negative,IAEO
i like the look of the sneaker .,sneaker,appearance#general,i like the look of the sneaker,positive,EAEO
the only problem i had was they were wide .,null,performance#sizing/fit,the only problem i had was they were wide .,negative,IAEO
i liked them and i am keeping them .,null,general,i liked them and i am keeping them,positive,IAEO
i have to put another inside sole in the shoes and wear thicker socks .,inside sole,appearance#shoe component,i have to put another inside sole in the shoes and wear thicker socks,negative,EAEO
shoes are very uncomfortable and use the same cheap foam sole and insole from the original shoe .,shoes,performance#comfort,very uncomfortable,negative,EAEO
shoes are very uncomfortable and use the same cheap foam sole and insole from the original shoe .,shoes,appearance#material,use the same cheap foam sole and insole,negative,EAEO
shoes are very uncomfortable and use the same cheap foam sole and insole from the original shoe .,shoes,appearance#shoe component,use the same cheap foam sole and insole,negative,EAEO
the 327s only have the n only on the outside and on all non pigskin versions the inside section of the shoe ' s exterior is a cheap nylon .,327s,appearance#material,exterior is a cheap nylon,negative,EAEO
if i could give a zero i would .,null,general,if i could give a zero i would,negative,IAEO
i ordered and after a week of waiting i was told its no longer in stock .,null,contextofuse#purchase\_context,i ordered and after a week of waiting i was told its no longer in stock,negative,IAEO
i still havent been refunded .,null,contextofuse#purchase\_context,i still havent been refunded,negative,IAEO
"bought my first pair of "" dad shoes "" thinking they would be comfortable .",""" dad shoes """,contextofuse#purchase\_context,"bought my first pair of "" dad shoes "" thinking they would be comfortable",neutral,EAEO
"bought my first pair of "" dad shoes "" thinking they would be comfortable .",""" dad shoes """,performance#comfort,thinking they would be comfortable,neutral,EAEO
not the case .,null,performance#comfort,not the case,negative,IAEO
i ' m disappointed,null,performance#general,i ' m disappointed,negative,IAEO
i recently ordered 547 ' s in a size 10 for work and they were too tight .,547,contextofuse#purchase\_context,i recently ordered 547,neutral,EAEO
i recently ordered 547 ' s in a size 10 for work and they were too tight .,547,performance#sizing/fit,they were too tight,negative,EAEO
5 in 327 ' s and still too tight .,327,performance#sizing/fit,still too tight,negative,EAEO
"i love the design / support , but these 327 ' s were sold out in an 11 by the time i tried to exchange in the color i originally ordered : (",327 ' s,appearance#misc,love the design / support,positive,EAEO
"i love the design / support , but these 327 ' s were sold out in an 11 by the time i tried to exchange in the color i originally ordered : (",327 ' s,performance#support/stability,love the design / support,positive,EAEO
"i love the design / support , but these 327 ' s were sold out in an 11 by the time i tried to exchange in the color i originally ordered : (",327 ' s,cost/value,i tried to exchange in the color i originally ordered,negative,EAEO
ordered this because i wanted a red sweatshirt and i ' ve always liked their shoes .,shoes,general,i ' ve always liked their shoes,positive,EAEO
"looked great in the pics and looks great in person , just not very soft at all .",null,appearance#general,looked great in the pics and looks great in person,positive,IAEO
"looked great in the pics and looks great in person , just not very soft at all .",null,performance#comfort,not very soft at all,negative,IAEO
this is why i tell myself i won ' t buy stuff online .,null,contextofuse#purchase\_context,i tell myself i won ' t buy stuff online,negative,IAEO
feels really comfortable and stylish .,null,performance#comfort,feels really comfortable,positive,IAEO
feels really comfortable and stylish .,null,appearance#form,stylish,positive,IAEO
delivery was on time just like i was expecting it to be,null,contextofuse#purchase\_context,delivery was on time just like i was expecting it to be,positive,IAEO
"while cute , these sneakers were too big and seemed to have a wide width .",sneakers,appearance#general,"while cute ,",positive,EAEO
"while cute , these sneakers were too big and seemed to have a wide width .",sneakers,performance#sizing/fit,too big and seemed to have a wide width,negative,EAEO
they had more arch support than i was expecting which isn ' t a bad think .,arch,appearance#shoe component,had more arch support than i was expecting which isn ' t a bad,positive,EAEO
they had more arch support than i was expecting which isn ' t a bad think .,null,performance#support/stability,had more arch support than i was expecting which isn ' t a bad,positive,IAEO
5 but these sneakers were huge .,sneakers,performance#sizing/fit,were huge,negative,EAEO
i bought an insert & some heel padding just to feel secure .,null,performance#sizing/fit,i bought an insert & some heel padding just to feel secure,negative,IAEO
definitely size down,null,performance#sizing/fit,definitely size down,negative,IAEO
"they ' re exactly what i had hoped for , fun colors and a nice fit , however they run pretty large !",null,appearance#form,they run pretty large,negative,IAEO
"they ' re exactly what i had hoped for , fun colors and a nice fit , however they run pretty large !",null,performance#sizing/fit,a nice fit,positive,IAEO
"they ' re exactly what i had hoped for , fun colors and a nice fit , however they run pretty large !",null,appearance#color,fun colors,positive,IAEO
"they ' re exactly what i had hoped for , fun colors and a nice fit , however they run pretty large !",null,contextofuse#purchase\_context,exactly what i had hoped for,positive,IAEO
i ordered the 10s and returned them for a 9 and there is still room at the toes of my shoe for me to move down half a size .,shoe,performance#sizing/fit,still room at the toes of my shoe for me to move down half a size,negative,EAEO
maybe you could make the toungue shorter it hurts when the toungue hits the skin .,toungue,appearance#shoe component,make the toungue shorter,negative,EAEO
make them shorter please .,toungue,appearance#shoe component,make them shorter please,negative,EAEO
maybe you could make the toungue shorter it hurts when the toungue hits the skin .,toungue,performance#comfort,hurts when the toungue hits the skin,negative,EAEO
i usually don ' t wear throw back style if sneakers but the colorway is what got me .,sneakers,appearance#color,colorway is what got me,positive,EAEO
the blue is vibrant and the slight red details are nice .,blue,appearance#color,blue is vibrant,positive,EAEO
the blue is vibrant and the slight red details are nice .,red,appearance#color,slight red details are nice,positive,EAEO
they are a bit heavy and wider than i like but good for just wearing around town with some shorts or jeans .,null,appearance#form,bit heavy and wider than i like,negative,IAEO
they are a bit heavy and wider than i like but good for just wearing around town with some shorts or jeans .,town,contextofuse#place,good for just wearing around town,neutral,EAEO
they are a bit heavy and wider than i like but good for just wearing around town with some shorts or jeans .,null,contextofuse#use case,good for just wearing around town,positive,IAEO
the fit is a little wide but i have pretty narrow feet and i think the next size down would have been too small any .,null,performance#sizing/fit,i think the next size down would have been too small,negative,IAEO
the fit is a little wide but i have pretty narrow feet and i think the next size down would have been too small any .,null,performance#sizing/fit,fit is a little wide,negative,IAEO
"as mentioned above , i dig the sandlot vibes .",null,appearance#form,i dig the sandlot vibes,positive,IAEO
i had to return the shoe because the sizing was not accurate .,shoe,contextofuse#purchase\_context,i had to return,negative,EAEO
i had to return the shoe because the sizing was not accurate .,shoe,performance#sizing/fit,sizing was not accurate,negative,EAEO
the follow - up size was not available .,null,contextofuse#purchase\_context,the follow - up size was not available,negative,IAEO
