Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"good quality all around hardware + software , of course that is what apple is known for .",apple,GENERAL,implicit,positive,EAIO
very nicely packed in original box .,implicit,GENERAL,nicely,positive,IAEO
computer came in good condition and at a good price .,implicit,GENERAL,good,positive,IAEO
computer came in good condition and at a good price .,computer,PRICE,implicit,positive,EAIO
"great value for money , the notebook is as good as new .",notebook,PRICE,great,positive,EAEO
"great value for money , the notebook is as good as new .",notebook,GENERAL,good,positive,EAEO
works great !,works,OPERATION_PERFORMANCE,great,positive,EAEO
"i have had this laptop for about a month now and every time i turn it on , i am still blown away !",laptop,GENERAL,implicit,positive,EAIO
"when i first got it in the mail and i opened it up and turned it on for the first time , i was a little speechless because the retina display looks so good !",retina,GENERAL,good,positive,EAEO
very clean computer everything looks brand new !,computer,DESIGN_FEATURES,clean,positive,EAEO
"what ' s not to like , it ' s an amazing machine .",machine,GENERAL,amazing,positive,EAEO
also the battery life is great and lasts me an entire day ( i ' m usually on it all day too ),battery,OPERATION_PERFORMANCE,great,positive,EAEO
"great purchase , quick shipping .",implicit,GENERAL,great,positive,IAEO
"great purchase , quick shipping .",shipping,GENERAL,quick,positive,EAEO
excellent quality and very fast delivery .,implicit,QUALITY,excellent,positive,IAEO
excellent quality and very fast delivery .,delivery,GENERAL,fast,positive,EAEO
this laptop is absolutely everything i imagined .,laptop,GENERAL,implicit,positive,EAIO
the computer is very beautiful and very light .,computer,DESIGN_FEATURES,beautiful,positive,EAEO
the computer is very beautiful and very light .,computer,DESIGN_FEATURES,light,positive,EAEO
the retina display is stunning .,retina,GENERAL,stunning,positive,EAEO
this computer is amazing .,computer,GENERAL,amazing,positive,EAEO
the battery life is outstanding .,battery,GENERAL,outstanding,positive,EAEO
the internal flash memory is like greased lightning .,flash,OPERATION_PERFORMANCE,implicit,positive,EAIO
"i was super worried that touching the keyboard when it was in tablet mode would cause it to switch back to laptop mode , but it looks like once you move the screen back past like 180 degrees , it goes into full touchscreen .",keyboard,USABILITY,worried,negative,EAEO
"if you purchase this product , go into it with realistic expectations and patience getting familiar with the setup and you ' ll probably love it , too !",product,GENERAL,love,positive,EAEO
"i bought this chromebook on the prime day deal , but even without $ 60 off it would still have been worth the money .",chromebook,PRICE,worth,positive,EAEO
it looks way better in person than in the pictures .,implicit,DESIGN_FEATURES,better,positive,IAEO
"since you have access to android apps on the google play store , you don ' t have to rely solely on the chrome browser to access apps .",android,GENERAL,implicit,neutral,EAIO
i haven ' t had issues with the track pad as others have .,track,USABILITY,implicit,neutral,EAIO
"i also bought a wireless mouse , which paired perfectly .",wireless,GENERAL,perfectly,positive,EAEO
"do your research , learn how to optimize your experience , and you ' ll love it !",implicit,GENERAL,love,positive,IAEO
"well , i have to say , i ' m fairly impressed with my new chrome flipbook !",chrome,GENERAL,impressed,positive,EAEO
and the blue mail email app handles my multiple emails from multiple domains .,blue,USABILITY,implicit,positive,EAIO
i ' ve used it for 3 days and still have n ' t plugged it in !,implicit,QUALITY,implicit,positive,IAIO
"it ' s fast , secure , easy to use ( even as a tech geek , it ' s nice knowing something ' s just going to work ) .",implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
"it ' s fast , secure , easy to use ( even as a tech geek , it ' s nice knowing something ' s just going to work ) .",implicit,OPERATION_PERFORMANCE,nice,positive,IAEO
"it ' s fast , secure , easy to use ( even as a tech geek , it ' s nice knowing something ' s just going to work ) .",implicit,USABILITY,easy,positive,IAEO
"i ' m a writer , and this has easily become my main computer for both work and play ( google docs easily replaces word , and android apps make it much better for gaming than i originally expected ) .",implicit,USABILITY,implicit,positive,IAIO
"i ' m a writer , and this has easily become my main computer for both work and play ( google docs easily replaces word , and android apps make it much better for gaming than i originally expected ) .",android,USABILITY,better,positive,EAEO
the battery life is great ( i get about 9 hours ) .,battery,GENERAL,great,positive,EAEO
"my only complaint is the click on the touchpad feels a little cheap , but i just use ` ` tap to click ` ` so it ' s not an issue .",touchpad,OPERATION_PERFORMANCE,implicit,negative,EAIO
"overall i love this machine , and all my computers will probably be chromebooks in the future .",machine,GENERAL,love,positive,EAEO
my desktop runs all my video editing software for my bigger and most demanding projects and my laptop is great for editing video and running pc games in places other than my home ( like school ! ),desktop,MISCELLANEOUS,implicit,positive,EAIO
"i wanted something i could work on my writing projects on the go , so i paid the $ 250 for this thing .",implicit,PRICE,implicit,neutral,IAIO
when i recieved the item i was amazed at the quality of it .,item,QUALITY,amazed,positive,EAEO
"but just at first glance , this thing is top quality .",implicit,QUALITY,top,positive,IAEO
nothing on it feels cheap at all .,implicit,DESIGN_FEATURES,implicit,positive,IAIO
"all of it feels very strudy ( within reason ) and has a nice , modern look and feel to it .",implicit,DESIGN_FEATURES,strudy,positive,IAEO
"all of it feels very strudy ( within reason ) and has a nice , modern look and feel to it .",implicit,DESIGN_FEATURES,nice,positive,IAEO
"all of it feels very strudy ( within reason ) and has a nice , modern look and feel to it .",implicit,DESIGN_FEATURES,modern,positive,IAEO
i feel like this will look good in any decade .,implicit,DESIGN_FEATURES,good,positive,IAEO
i boot it up and notice quickly the display seems to be 720p ( or something close ) but for what i need this thing to do .,display,OPERATION_PERFORMANCE,implicit,neutral,EAIO
"the touchscreen and the hotkeys along the top take some getting used to but i was quickly in the google play store , downloading all the apps i have on my phone and linking them to my accounts .",touchscreen,USABILITY,implicit,negative,EAIO
"the touchscreen and the hotkeys along the top take some getting used to but i was quickly in the google play store , downloading all the apps i have on my phone and linking them to my accounts .",hotkeys,USABILITY,implicit,negative,EAIO
` ` this thing is neat . ` `,implicit,USABILITY,neat,positive,IAEO
i was supposed to use this to write !,implicit,GENERAL,implicit,neutral,IAIO
i use some other apps but nothing is quite the same for my workflow .,apps,DESIGN_FEATURES,implicit,negative,EAIO
i thought the gizmo was neat but i was disappointed that i couldn ' t really use it the way i wanted to it that regards .,gizmo,OPERATION_PERFORMANCE,disappointed,negative,EAEO
i was using my whole $ 3k desktop on this little $ 250 laptop and it ran flawlessly !,laptop,OPERATION_PERFORMANCE,flawlessly,positive,EAEO
i could even watch videos and game from the laptop itself ( to an extent ) .,laptop,USABILITY,implicit,positive,EAIO
that is just incredible .,implicit,GENERAL,incredible,positive,IAEO
for $ 250 i can control my $ 3000 pc anywhere .,pc,PORTABILITY,implicit,positive,EAIO
this thing is the ultimate mobile workhorse .,implicit,PORTABILITY,implicit,positive,IAIO
this is the ultimate tablet .,tablet,GENERAL,implicit,positive,EAIO
this thing is amazing .,implicit,GENERAL,amazing,positive,IAEO
"buy it for school , buy it for home , buy on for the grandkids .",implicit,GENERAL,implicit,positive,IAIO
"i chose this one mainly because of the full size keyboard , larger screen , and full size hdmi .",keyboard,DESIGN_FEATURES,implicit,positive,EAIO
"i chose this one mainly because of the full size keyboard , larger screen , and full size hdmi .",screen,DESIGN_FEATURES,larger,positive,EAEO
"i chose this one mainly because of the full size keyboard , larger screen , and full size hdmi .",hdmi,DESIGN_FEATURES,implicit,positive,EAIO
"you can right - click by using two fingers to tap the track pad at the same time ( or 2 fingers on the touchpad , using one of them to press press down / click the touchpad ) .",touchpad,GENERAL,implicit,neutral,EAIO
"the feel of the touchpad is not as smooth ( frictionless ) as others i have used , but it ' s not terrible either .",touchpad,USABILITY,not,neutral,EAEO
"however , it does feel like a sturdy hinge .",implicit,DESIGN_FEATURES,sturdy,positive,IAEO
the screen does not wobble as there is a good amount of friction holding it where you put it .,screen,GENERAL,implicit,neutral,EAIO
reserve your judgement until you ' ve updated the software entirely .,software,GENERAL,implicit,neutral,EAIO
giving lower stars for not realizing its limited capabilities is your own fault .,implicit,OPERATION_PERFORMANCE,implicit,neutral,IAIO
i love the feel of a lighter os and can do many tasks using google / web based apps .,os,OPERATION_PERFORMANCE,love,positive,EAEO
i can live with the so - so touchpad since the rest of it feels solid / sturdy .,touchpad,USABILITY,so,neutral,EAEO
i can live with the so - so touchpad since the rest of it feels solid / sturdy .,touchpad,DESIGN_FEATURES,solid,positive,EAEO
i can live with the so - so touchpad since the rest of it feels solid / sturdy .,touchpad,DESIGN_FEATURES,sturdy,positive,EAEO
"yes , this chromebook comes with the android app store pre - installed .",chromebook,DESIGN_FEATURES,implicit,neutral,EAIO
"although 4 gigs of ram doesn ' t seem like a lot to some of us , because of the simple software , it is very fast with no lag .",ram,QUALITY,implicit,neutral,EAIO
"although 4 gigs of ram doesn ' t seem like a lot to some of us , because of the simple software , it is very fast with no lag .",software,DESIGN_FEATURES,simple,positive,EAEO
"although 4 gigs of ram doesn ' t seem like a lot to some of us , because of the simple software , it is very fast with no lag .",implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
"my wife upgraded from the 2 gigs of ram version to this , and it seems like there is more than twice the performance .",ram,DESIGN_FEATURES,implicit,positive,EAIO
the screen is pleasantly satisfying with the touch screen and foldability .,screen,DESIGN_FEATURES,pleasantly,positive,EAEO
the screen is pleasantly satisfying with the touch screen and foldability .,screen,DESIGN_FEATURES,satisfying,positive,EAEO
"the power button is no longer on the keyboard , but is instead on the side of the machine which is fine .",power,DESIGN_FEATURES,fine,positive,EAEO
"this machine , through her minimum time of using it , has already been so much faster for her to use .",machine,USABILITY,faster,positive,EAEO
i ' m amazed at this product that has the same build as the other acer chromebooks .,product,DESIGN_FEATURES,amazed,positive,EAEO
"we are happy to be selling her old one we bought just a few months ago , in replacement of this new r11 !",r11,GENERAL,happy,positive,EAEO
"1st , i was shocked at how easy it was to set up .",set,USABILITY,easy,positive,EAEO
in preparation for becoming a chromebook user i had purchased a 256 gig memory card and moved all my laptop files to it .,memory,GENERAL,implicit,neutral,EAIO
it worked great .,implicit,OPERATION_PERFORMANCE,great,positive,IAEO
every app i have downloaded from the google app store has worked perfectly .,app,OPERATION_PERFORMANCE,perfectly,positive,EAEO
"amazon , as well as the google suite of docs , sheets , slides , and photos work great .",amazon,OPERATION_PERFORMANCE,great,positive,EAEO
"amazon , as well as the google suite of docs , sheets , slides , and photos work great .",google,OPERATION_PERFORMANCE,great,positive,EAEO
"there nwere complaints regarding the lousy screen resolution , as well as the mouse pad not working well .",screen,OPERATION_PERFORMANCE,lousy,negative,EAEO
"there nwere complaints regarding the lousy screen resolution , as well as the mouse pad not working well .",mouse,OPERATION_PERFORMANCE,not,negative,EAEO
this by far has been the easiest to set up and use .,set,USABILITY,easiest,positive,EAEO
it is fast and simple .,implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
it is fast and simple .,implicit,OPERATION_PERFORMANCE,simple,positive,IAEO
gates and this machine allows me to do this .,machine,OPERATION_PERFORMANCE,implicit,positive,EAIO
"of course , i have only had this acer for a week .",acer,GENERAL,implicit,neutral,EAIO
if something happens within 30 days i will return it but i will get another one .,implicit,GENERAL,implicit,neutral,IAIO
i am very happy with my chromebook !,chromebook,GENERAL,happy,positive,EAEO
very poor experience .,implicit,GENERAL,poor,negative,IAEO
"customer service did not respond for almost a week , and i ended up paying + $ 20 in shipping to return the device .",customer,GENERAL,implicit,negative,EAIO
"customer service did not respond for almost a week , and i ended up paying + $ 20 in shipping to return the device .",device,GENERAL,implicit,negative,EAIO
"the screen just went blank and would not shut down , stayed in a cycle that would bring up some gray screen and then just turn itself into sleep mode .",screen,OPERATION_PERFORMANCE,implicit,negative,EAIO
it has been just over 6 months since purchasing this and it already needs a 500 fix .,implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
this model has a defect .,model,DESIGN_FEATURES,defect,negative,EAEO
the screen blacks out and apple has refused to fix it .,screen,OPERATION_PERFORMANCE,implicit,negative,EAIO
the screen blacks out and apple has refused to fix it .,apple,QUALITY,implicit,negative,EAIO
they have refused to fix it to date .,implicit,QUALITY,implicit,negative,IAIO
not sure what the deal is but extremely disappointed .,deal,GENERAL,disappointed,negative,EAEO
"the laptop is in great physical conditions , no scratches or anything , but certain actions run slowly , specifically any file read or write , like copying a document , uploading an image , creating a new file , etc .",laptop,DESIGN_FEATURES,great,positive,EAEO
"the laptop is in great physical conditions , no scratches or anything , but certain actions run slowly , specifically any file read or write , like copying a document , uploading an image , creating a new file , etc .",laptop,OPERATION_PERFORMANCE,slowly,negative,EAEO
the other weird thing is a ` ` popping ` ` noise i keep getting when i use the tracking pad .,tracking,QUALITY,implicit,negative,EAIO
it ' s a clicking or popping noise that comes from the left side speaker .,left,OPERATION_PERFORMANCE,implicit,negative,EAIO
less than 90 days and the screen stopped working .,screen,QUALITY,implicit,negative,EAIO
i contacted the seller and they seemed like they could care less .,seller,GENERAL,implicit,negative,EAIO
i bought this to save me money and now i wasted $ 700 to still have to go out and buy a new one .,implicit,QUALITY,implicit,negative,IAIO
i bought this to save me money and now i wasted $ 700 to still have to go out and buy a new one .,implicit,PRICE,implicit,negative,IAIO
however there are many issues with this computer on start up that really bothered me and made my experience with a mac not that great,computer,QUALITY,bothered,negative,EAEO
however there are many issues with this computer on start up that really bothered me and made my experience with a mac not that great,mac,OPERATION_PERFORMANCE,not,negative,EAEO
"as soon as i turned on the computer , it froze as i tried to sync information .",computer,OPERATION_PERFORMANCE,implicit,negative,EAIO
"another problem i had was when i awakened my computer from sleeping , the wifi would not work .",wifi,GENERAL,implicit,negative,EAIO
"i fixed it , however it took intensive research to fix it .",implicit,GENERAL,implicit,negative,IAIO
"so if you want to buy this computer , make sure you ' re prepared for some early booting issues .",computer,GENERAL,implicit,negative,EAIO
i packaged it right back up and sent it back the same day i got it .,implicit,GENERAL,implicit,negative,IAIO
i had this laptop for a little over a year and it worked well at first .,laptop,OPERATION_PERFORMANCE,well,positive,EAEO
i only used it work my college school work and light browsing .,implicit,OPERATION_PERFORMANCE,implicit,neutral,IAIO
apple told me that they ca n ' t order those screws so i basically threw my money away on this laptop .,implicit,GENERAL,implicit,negative,IAIO
apple told me that they ca n ' t order those screws so i basically threw my money away on this laptop .,laptop,GENERAL,implicit,negative,EAIO
"unfortunately this macbook is part of the ` ` staingate ` ` series , i would not suggest to buy this as apple doesn ' t seem to care about customers buying a faulty product that is very expensive",product,GENERAL,faulty,negative,EAEO
"unfortunately this macbook is part of the ` ` staingate ` ` series , i would not suggest to buy this as apple doesn ' t seem to care about customers buying a faulty product that is very expensive",product,PRICE,expensive,negative,EAEO
"unfortunately this macbook is part of the ` ` staingate ` ` series , i would not suggest to buy this as apple doesn ' t seem to care about customers buying a faulty product that is very expensive",apple,QUALITY,implicit,negative,EAIO
"unfortunately , before i purchased it , i failed to research what the thunderbolt ports were .",thunderbolt,DESIGN_FEATURES,implicit,negative,EAIO
as it turned out the thunderbolt ports are of no use .,thunderbolt,USABILITY,implicit,negative,EAIO
the machine looks amazing doesn ' t it !,machine,GENERAL,amazing,positive,EAEO
"as the hours in your day wind down , they will tell you to go here and there , call you back , ultimately to find out that , ` ` i ' m sorry but we do not cover that ` ` .",implicit,QUALITY,implicit,negative,IAIO
"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .",apple,GENERAL,ashamed,negative,EAEO
"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .",implicit,PRICE,cheap,negative,IAEO
"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .",implicit,GENERAL,lousy,negative,IAEO
"apple should ashamed to be associated with this cheap , lousy , clearly inferior , plastic nightmare - but then again , maybe that is exactly what they do want , so profits soar .",implicit,GENERAL,inferior,negative,IAEO
"i ' m pretty sure i ordered the biggest size , and i got the smaller one , but whatever it shipped fast and it works great .",implicit,GENERAL,fast,positive,IAEO
"i ' m pretty sure i ordered the biggest size , and i got the smaller one , but whatever it shipped fast and it works great .",implicit,OPERATION_PERFORMANCE,great,positive,IAEO
have not heard any complaints about the product .,product,GENERAL,implicit,positive,EAIO
apple told me to upgrade it to just buy the new one when they release it .,apple,GENERAL,implicit,negative,EAIO
disappointed in reliability : used in a small business operated by my wife .,implicit,USABILITY,disappointed,negative,IAEO
"if known ahead of time , we would have not purchased this machine .",machine,GENERAL,implicit,negative,EAIO
apple used to make a wonderful product but my computer is now a useless paperweight until i have a new charger sent to me .,apple,GENERAL,wonderful,negative,EAEO
apple used to make a wonderful product but my computer is now a useless paperweight until i have a new charger sent to me .,computer,QUALITY,useless,negative,EAEO
apple used to make a wonderful product but my computer is now a useless paperweight until i have a new charger sent to me .,charger,QUALITY,implicit,negative,EAIO
stop working the macbook pro,macbook,QUALITY,implicit,negative,EAIO
hold on before you decide to pay $ 2500 for this laptop .,laptop,PRICE,implicit,negative,EAIO
"it turns out that it ' s not a stain , but the anti - reflective coating coming off .",anti,QUALITY,implicit,negative,EAIO
i went to the apple store and they said it would be 900 to fix .,apple,PRICE,implicit,negative,EAIO
great aesthetics .,aesthetics,DESIGN_FEATURES,great,positive,EAEO
"transferring files from a non - iphone phone , like android is extremely annoying .",android,PORTABILITY,annoying,negative,EAEO
"everytime the charger is on the laptop , my left wrist will always get stung when it touches the side of the chassis .",charger,QUALITY,implicit,negative,EAIO
ive researched this and it is very common and apple says it ' s normal .,apple,GENERAL,implicit,negative,EAIO
- high resolution / dpi screen,screen,DESIGN_FEATURES,high,positive,EAEO
- thin and relatively lite weight,implicit,DESIGN_FEATURES,thin,positive,IAEO
- thin and relatively lite weight,implicit,DESIGN_FEATURES,lite,positive,IAEO
- fans run more often on the latest version .,fans,GENERAL,implicit,negative,EAIO
"- for such a premium price , this is definitely the worst purchase quality wise that i have made .",implicit,PRICE,premium,negative,IAEO
"- for such a premium price , this is definitely the worst purchase quality wise that i have made .",implicit,QUALITY,worst,negative,IAEO
the quality is terrible ( both versions ) for such a pricey product .,implicit,QUALITY,terrible,negative,IAEO
the quality is terrible ( both versions ) for such a pricey product .,product,PRICE,pricey,negative,EAEO
this is not a new unit .,implicit,GENERAL,implicit,negative,IAIO
i made the mistake of thinking it was new .,implicit,GENERAL,implicit,negative,IAIO
i have had nothing but problems with my macbook connecting to my wifi from the beginning .,macbook,CONNECTIVITY,implicit,negative,EAIO
"absolutly horrible product , cheap components make for unreliable products , but when the nearest service location is 50 + miles away i wonder how much apple truly cares ?",product,GENERAL,horrible,negative,EAEO
"absolutly horrible product , cheap components make for unreliable products , but when the nearest service location is 50 + miles away i wonder how much apple truly cares ?",components,PRICE,cheap,negative,EAEO
"absolutly horrible product , cheap components make for unreliable products , but when the nearest service location is 50 + miles away i wonder how much apple truly cares ?",products,QUALITY,unreliable,negative,EAEO
"absolutly horrible product , cheap components make for unreliable products , but when the nearest service location is 50 + miles away i wonder how much apple truly cares ?",service,GENERAL,implicit,negative,EAIO
"absolutly horrible product , cheap components make for unreliable products , but when the nearest service location is 50 + miles away i wonder how much apple truly cares ?",apple,GENERAL,implicit,negative,EAIO
it started throwing i / o errors ( log viewer ) and occasionally ` ` system error - 50 ` ` would show .,i,OPERATION_PERFORMANCE,implicit,negative,EAIO
"it would power on , start to boot , then abruptly power down .",implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
my macbook pro 15 ” can overheating when some do it !,implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
your new retina screen will get stains on it from the top layer seperating and or dead pixels .,retina,QUALITY,implicit,negative,EAIO
overpriced low quality product .,product,PRICE,overpriced,negative,EAEO
overpriced low quality product .,product,QUALITY,low,negative,EAEO
"my laptop is affected by the staingate issue and apple denied responsibility , saying that it ' s a cosmetic problem caused by improper cleaning , yet there are thousands of reports on this .",laptop,QUALITY,implicit,negative,EAIO
"my laptop is affected by the staingate issue and apple denied responsibility , saying that it ' s a cosmetic problem caused by improper cleaning , yet there are thousands of reports on this .",apple,GENERAL,implicit,negative,EAIO
apple should be embarrassed .,apple,GENERAL,embarrassed,negative,EAEO
"* excellent form factor , extremely portable while remaining a serious pro computer",pro,DESIGN_FEATURES,excellent,positive,EAEO
"* excellent form factor , extremely portable while remaining a serious pro computer",pro,PORTABILITY,portable,positive,EAEO
* incredible display,display,OPERATION_PERFORMANCE,incredible,positive,EAEO
* good keyboard,keyboard,GENERAL,good,positive,EAEO
* decent selection of ports for its size,ports,DESIGN_FEATURES,decent,positive,EAEO
* very weak wifi reception from the built - in antenna .,wifi,CONNECTIVITY,weak,negative,EAEO
the machine is near - unusable out of the box .,machine,OPERATION_PERFORMANCE,unusable,negative,EAEO
it stutters and pauses as you switch windows or use the ` ` show all windows ` ` or ` ` show desktop ` ` functions .,implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
"you have to ` ` increase contrast ` ` and ` ` reduce transparency ` ` in the accessibility options to make it perform ok , but with a ui that looks like s * * * .",ui,DESIGN_FEATURES,s,negative,EAEO
"paradoxically , this laptop is a ` ` pro ` ` .",laptop,GENERAL,implicit,negative,EAIO
"sadly , apple is moving into fashion - - your laptop is no longer a performing athlete .",apple,GENERAL,sadly,negative,EAEO
had it for a week now and still finding things it can not do .,implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
this is a great computer .,computer,GENERAL,great,positive,EAEO
but how expensive it is .,implicit,PRICE,expensive,negative,IAEO
i can not leave now because i need my computer fixed .,computer,GENERAL,implicit,negative,EAIO
beware that stains in the coating of the display have been detected in all of the macbook retina editions .,display,QUALITY,implicit,negative,EAIO
"however , after a couple of months the keyboard case started to crack at the corner .",keyboard,QUALITY,implicit,negative,EAIO
update - 7 / 30 / 18 - exactly the same issue has occurred with a crack in the keyboard cover on the opposite side .,keyboard,QUALITY,implicit,negative,EAIO
this device would be a good choice if it weren ' t so poorly constructed .,device,GENERAL,good,positive,EAEO
this device would be a good choice if it weren ' t so poorly constructed .,device,QUALITY,poorly,positive,EAEO
i originally purchased this at the beginning of april after about a week it stopped charging ( would receive ` ` low power charger ` ` connected message and not charge ) .,implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
i ended up returning it .,implicit,GENERAL,implicit,negative,IAIO
my second asus chromebook has died .,asus,GENERAL,died,negative,EAEO
but asus chromebooks have a fatsl flaw .,asus,GENERAL,flaw,negative,EAEO
"i was so excited to buy the asus chromebook , and bought some for my grandchildren .",asus,GENERAL,excited,positive,EAEO
"but this asus , who offered so much & rated over 4 stars , turned to a black screen , just over a month after i received it .",asus,OPERATION_PERFORMANCE,implicit,negative,EAIO
"lo and behold , i hadn ' t read quite all of the 1 * reviews : the worst was a teacher who had ordered so many for her several classes and said ` ` i think the problem is with the motherboard .",motherboard,QUALITY,worst,negative,EAEO
we ' ve got android nougat on beta running pretty well now .,android,OPERATION_PERFORMANCE,well,positive,EAEO
"most apps run pretty - ok in beta - some problems i ' m noticing in beta are that bluetooth is less than ideal and i believe battery life suffers greatly , now that i ' ve been paying attention to it .",apps,OPERATION_PERFORMANCE,ok,positive,EAEO
"most apps run pretty - ok in beta - some problems i ' m noticing in beta are that bluetooth is less than ideal and i believe battery life suffers greatly , now that i ' ve been paying attention to it .",bluetooth,GENERAL,implicit,negative,EAIO
"most apps run pretty - ok in beta - some problems i ' m noticing in beta are that bluetooth is less than ideal and i believe battery life suffers greatly , now that i ' ve been paying attention to it .",battery,QUALITY,implicit,negative,EAIO
"the stock video player misses audio on a lot of movies , and using the vlc app ( android ) is super buggy ( frequently freezes and shuts down ) .",stock,OPERATION_PERFORMANCE,implicit,negative,EAIO
"the stock video player misses audio on a lot of movies , and using the vlc app ( android ) is super buggy ( frequently freezes and shuts down ) .",vlc,OPERATION_PERFORMANCE,buggy,negative,EAEO
it ' s increasingly disappointing to see the much - hyped play access is still nonexistent .,play,QUALITY,disappointing,negative,EAEO
"i ' m still loving the * idea * of what the c302 is supposed to be , but the execution is feeling more and more of a miss .",c302,GENERAL,loving,positive,EAEO
"i ' m still loving the * idea * of what the c302 is supposed to be , but the execution is feeling more and more of a miss .",c302,GENERAL,implicit,negative,EAIO
"needless to say , android / play rollout is being managed very , very poorly .",android,OPERATION_PERFORMANCE,poorly,negative,EAEO
"for the moment , please note - * * * this product no longer works with the google play store in stable or beta * * * and there is no communication about what we can expect , or when .",product,OPERATION_PERFORMANCE,implicit,negative,EAIO
i will update this review when there is further progress - i believe this is a 5 star product but the updates are reducing my confidence in the software .,product,GENERAL,implicit,positive,EAIO
i will update this review when there is further progress - i believe this is a 5 star product but the updates are reducing my confidence in the software .,software,GENERAL,implicit,neutral,EAIO
"some of you will remember the asus “ transformer ” line of android tablets - pretty respectable tablets with tegra processors , decent builds , and most importantly - a keyboard dock that was far , far superior to any on - screen keyboard options .",implicit,GENERAL,respectable,positive,IAEO
"some of you will remember the asus “ transformer ” line of android tablets - pretty respectable tablets with tegra processors , decent builds , and most importantly - a keyboard dock that was far , far superior to any on - screen keyboard options .",builds,DESIGN_FEATURES,decent,positive,EAEO
"some of you will remember the asus “ transformer ” line of android tablets - pretty respectable tablets with tegra processors , decent builds , and most importantly - a keyboard dock that was far , far superior to any on - screen keyboard options .",keyboard,GENERAL,superior,positive,EAEO
i remember them fondly .,implicit,GENERAL,fondly,positive,IAEO
"the asus c302 is , for me , the dream of that perfect asus tablet / keyboard combo made real .",asus,GENERAL,perfect,positive,EAEO
"- the m3 processor is * plenty * of power for all chrome , video , and android requirements .",m3,QUALITY,implicit,positive,EAIO
that ' s how confident i am in the asus after 10 days .,asus,GENERAL,confident,positive,EAEO
"- android apps work rather well , even if not perfectly yet .",android,OPERATION_PERFORMANCE,well,positive,EAEO
"- android apps work rather well , even if not perfectly yet .",android,OPERATION_PERFORMANCE,not,positive,EAEO
"i ' m still using chrome for almost all native google apps , however , since chrome tabs / apps simply work better / faster / easier than their android counterparts .",chrome,OPERATION_PERFORMANCE,better,positive,EAEO
"i ' m still using chrome for almost all native google apps , however , since chrome tabs / apps simply work better / faster / easier than their android counterparts .",chrome,OPERATION_PERFORMANCE,faster,positive,EAEO
"i ' m still using chrome for almost all native google apps , however , since chrome tabs / apps simply work better / faster / easier than their android counterparts .",chrome,USABILITY,better,positive,EAEO
"i ' m still using chrome for almost all native google apps , however , since chrome tabs / apps simply work better / faster / easier than their android counterparts .",chrome,USABILITY,faster,positive,EAEO
the c302 is clean and feels solid .,c302,DESIGN_FEATURES,clean,positive,EAEO
the c302 is clean and feels solid .,c302,DESIGN_FEATURES,solid,positive,EAEO
this is a nice perk to save battery life and for folks who like to read / / browse late at night in bed and do n ' t want the backlighting on .,implicit,DESIGN_FEATURES,nice,positive,IAEO
this is now my fastest - charging device .,device,OPERATION_PERFORMANCE,fastest,positive,EAEO
it charges insanely fast .,implicit,OPERATION_PERFORMANCE,fast,positive,IAEO
- jstorrent works nicely for any torrenting needs .,jstorrent,OPERATION_PERFORMANCE,nicely,positive,EAEO
"- android support is only in beta mode as of february 5 , 2017 .",android,GENERAL,implicit,negative,EAIO
i ' ll end the review simply saying i ' m very happy overall with my purchase !,implicit,GENERAL,happy,positive,IAEO
great machine out of the box .,machine,GENERAL,great,positive,EAEO
but after only a couple of days the thing just turned off and won ' t turn back on again .,implicit,GENERAL,implicit,negative,IAIO
"i tired every remedy found online , and even got in touch with asus tech support who just said ` ` send it back ` ` .",asus,GENERAL,implicit,negative,EAIO
and apparently amazon is experiencing a supply shortage because my replacement isn ' t expected until sometime between jan 11th to feb 5th !,amazon,GENERAL,implicit,negative,EAIO
the c302 is a great machine .,c302,GENERAL,great,positive,EAEO
"as of today , they can not give me a date on the return of my chromebook .",implicit,OPERATION_PERFORMANCE,implicit,negative,IAIO
"clearly , this is a company that can not handle repairs in a timely matter .",company,GENERAL,implicit,negative,EAIO
this is a dreadful little piece of machinery .,machinery,GENERAL,dreadful,negative,EAEO
i ' ve had mine 10 months and the motherboard has crapped out twice already .,motherboard,OPERATION_PERFORMANCE,implicit,negative,EAIO
"bought it for a xmas gift , dead in less than 3 months .",implicit,QUALITY,implicit,negative,IAIO
"it was an amazing laptop , until the graphics card started rotting after a month .",laptop,GENERAL,amazing,positive,EAEO
