Sentence,Aspect,Category,Opinion,Polarity,Implicitness
"i love the way they look , but the thick cushion in the back top rubs against the back of my foot . i have blisters . i ' m so disappointed . i was really excited about wearing them .",null,performance#comfort,i have blisters,negative,IAEO
"i love the way they look , but the thick cushion in the back top rubs against the back of my foot . i have blisters . i ' m so disappointed . i was really excited about wearing them .",null,general,so disappointed,negative,IAEO
"i love the way they look , but the thick cushion in the back top rubs against the back of my foot . i have blisters . i ' m so disappointed . i was really excited about wearing them .",null,contextofuse#purchase\_context,was really excited about wearing them,negative,IAEO
"after 7 days of gentle walking / jogging , 2 to 3 miles per day , the heel cracked . on both shoes . took them back to the new balance store and they said it ' s a known issue . they kindly replaced my shoes . will see how these fare .",null,contextofuse#use case,"after 7 days of gentle walking / jogging , 2 to 3 miles per day",neutral,IAEO
"after 7 days of gentle walking / jogging , 2 to 3 miles per day , the heel cracked . on both shoes . took them back to the new balance store and they said it ' s a known issue . they kindly replaced my shoes . will see how these fare .",null,performance#durability,the heel cracked,negative,IAEO
"after 7 days of gentle walking / jogging , 2 to 3 miles per day , the heel cracked . on both shoes . took them back to the new balance store and they said it ' s a known issue . they kindly replaced my shoes . will see how these fare .",new balance,general,took them back to the new balance store and they said it ' s a known issue,negative,EAEO
"after 7 days of gentle walking / jogging , 2 to 3 miles per day , the heel cracked . on both shoes . took them back to the new balance store and they said it ' s a known issue . they kindly replaced my shoes . will see how these fare .",shoes,contextofuse#purchase\_context,they kindly replaced my shoes,positive,EAEO
"after 7 days of gentle walking / jogging , 2 to 3 miles per day , the heel cracked . on both shoes . took them back to the new balance store and they said it ' s a known issue . they kindly replaced my shoes . will see how these fare .",null,contextofuse#review\_temporality,will see how these fare,neutral,IAEO
"i was really excited about these 1080v11s . i waited weeks for them to become available . i never tried any of the predecessors , but after hearing so many great reviews from authentic shoe reviewers on youtube , i definitely put these on my list to try . and as soon as they hit the stores , i was there ready to buy .",1080v11s,general,was really excited about these,positive,EAEO
"i was really excited about these 1080v11s . i waited weeks for them to become available . i never tried any of the predecessors , but after hearing so many great reviews from authentic shoe reviewers on youtube , i definitely put these on my list to try . and as soon as they hit the stores , i was there ready to buy .",null,contextofuse#review\_temporality,i waited weeks for them to become available,neutral,IAEO
"i was really excited about these 1080v11s . i waited weeks for them to become available . i never tried any of the predecessors , but after hearing so many great reviews from authentic shoe reviewers on youtube , i definitely put these on my list to try . and as soon as they hit the stores , i was there ready to buy .",null,contextofuse#purchase\_context,i waited weeks for them to become available,neutral,IAEO
"i was really excited about these 1080v11s . i waited weeks for them to become available . i never tried any of the predecessors , but after hearing so many great reviews from authentic shoe reviewers on youtube , i definitely put these on my list to try . and as soon as they hit the stores , i was there ready to buy .",null,contextofuse#purchase\_context,"after hearing so many great reviews from authentic shoe reviewers on youtube , i definitely put these on my list to try",positive,IAEO
"i was really excited about these 1080v11s . i waited weeks for them to become available . i never tried any of the predecessors , but after hearing so many great reviews from authentic shoe reviewers on youtube , i definitely put these on my list to try . and as soon as they hit the stores , i was there ready to buy .",null,contextofuse#purchase\_context,"and as soon as they hit the stores , i was there ready to buy",positive,IAEO
i just didn ' t like how the heal cup felt . this shoes has a lot of cushion i just need a flat heel .,heal cup,appearance#shoe component,i just didn ' t like how the heal cup felt,negative,EAEO
i just didn ' t like how the heal cup felt . this shoes has a lot of cushion i just need a flat heel .,shoes,performance#comfort,has a lot of cushion,positive,EAEO
i just didn ' t like how the heal cup felt . this shoes has a lot of cushion i just need a flat heel .,shoes,performance#support/stability,i just need a flat heel,negative,EAEO
"as described - large toe box - correct fit , like the simple color",toe box,appearance#shoe component,as described - large toe box,positive,EAEO
"as described - large toe box - correct fit , like the simple color",null,performance#sizing/fit,correct fit,positive,IAEO
"as described - large toe box - correct fit , like the simple color",null,appearance#color,like the simple color,positive,IAEO
first the good news . lighter shoe with better cushion . i am running faster than with the super heavy 1540v3 .,null,general,first the good news,positive,IAEO
first the good news . lighter shoe with better cushion . i am running faster than with the super heavy 1540v3 .,shoe,appearance#material,lighter,positive,EAEO
first the good news . lighter shoe with better cushion . i am running faster than with the super heavy 1540v3 .,shoe,performance#comfort,better cushion,positive,EAEO
first the good news . lighter shoe with better cushion . i am running faster than with the super heavy 1540v3 .,null,performance#use case applicability,i am running faster,positive,IAEO
very comfortable and durable . fit is excellent while weight is a plus .,null,performance#durability,durable,positive,IAEO
very comfortable and durable . fit is excellent while weight is a plus .,null,performance#comfort,very comfortable,positive,IAEO
very comfortable and durable . fit is excellent while weight is a plus .,null,performance#sizing/fit,fit is excellent,positive,IAEO
very comfortable and durable . fit is excellent while weight is a plus .,null,appearance#form,weight is a plus,positive,IAEO
"ordered 11 2e of the 1090v11 like the previous six pairs of 1080 ' s , ( three v8 , two v9 , one and v10 ) but this version was very narrow . when i tried the 4e at the store , it was way too much volume . . . the first time in over six years that i had to find a different shoe !",this version,performance#sizing/fit,very narrow,negative,EAEO
"ordered 11 2e of the 1090v11 like the previous six pairs of 1080 ' s , ( three v8 , two v9 , one and v10 ) but this version was very narrow . when i tried the 4e at the store , it was way too much volume . . . the first time in over six years that i had to find a different shoe !",4e,appearance#form,way too much volume,negative,EAEO
"ordered 11 2e of the 1090v11 like the previous six pairs of 1080 ' s , ( three v8 , two v9 , one and v10 ) but this version was very narrow . when i tried the 4e at the store , it was way too much volume . . . the first time in over six years that i had to find a different shoe !",shoe,contextofuse#purchase\_context,first time in over six years that i had to find a different shoe,negative,EAEO
"was looking for a shoe with thick bottom cushioning to lessen plantar fasciitis discomfort while walking my dogs but my heel slides up and down , i don ' t understand the heel design . and the top fabric is a very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear , so that combined with the cooler temperature white color i chose means i only wear them when doing yard work outside on a hot day .",shoe,contextofuse#use case,was looking for a shoe with thick bottom cushioning to lessen plantar fasciitis discomfort,neutral,EAEO
"was looking for a shoe with thick bottom cushioning to lessen plantar fasciitis discomfort while walking my dogs but my heel slides up and down , i don ' t understand the heel design . and the top fabric is a very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear , so that combined with the cooler temperature white color i chose means i only wear them when doing yard work outside on a hot day .",shoe,performance#support/stability,"heel slides up and down , i don ' t understand the heel design",negative,EAEO
"was looking for a shoe with thick bottom cushioning to lessen plantar fasciitis discomfort while walking my dogs but my heel slides up and down , i don ' t understand the heel design . and the top fabric is a very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear , so that combined with the cooler temperature white color i chose means i only wear them when doing yard work outside on a hot day .",heel,appearance#shoe component,"heel slides up and down , i don ' t understand the heel design",negative,EAEO
"was looking for a shoe with thick bottom cushioning to lessen plantar fasciitis discomfort while walking my dogs but my heel slides up and down , i don ' t understand the heel design . and the top fabric is a very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear , so that combined with the cooler temperature white color i chose means i only wear them when doing yard work outside on a hot day .",top fabric,appearance#material,very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear,negative,EAEO
"was looking for a shoe with thick bottom cushioning to lessen plantar fasciitis discomfort while walking my dogs but my heel slides up and down , i don ' t understand the heel design . and the top fabric is a very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear , so that combined with the cooler temperature white color i chose means i only wear them when doing yard work outside on a hot day .",top fabric,performance#durability,very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear,negative,EAEO
"was looking for a shoe with thick bottom cushioning to lessen plantar fasciitis discomfort while walking my dogs but my heel slides up and down , i don ' t understand the heel design . and the top fabric is a very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear , so that combined with the cooler temperature white color i chose means i only wear them when doing yard work outside on a hot day .",null,contextofuse#use case,i only wear them when doing yard work outside on a hot day,neutral,IAEO
"was looking for a shoe with thick bottom cushioning to lessen plantar fasciitis discomfort while walking my dogs but my heel slides up and down , i don ' t understand the heel design . and the top fabric is a very thin ( but breathable ) mesh material that i don ' t think will take long to wear through or tear , so that combined with the cooler temperature white color i chose means i only wear them when doing yard work outside on a hot day .",null,appearance#color,cooler temperature white color,neutral,IAEO
"why is it you can ' t get the nice colors in 4e ? only the black and grey come in the 4e , and since the change 2 years ago , the 2e isn ' t as wide as it used to be",4e,appearance#color,can ' t get the nice colors,negative,EAEO
"why is it you can ' t get the nice colors in 4e ? only the black and grey come in the 4e , and since the change 2 years ago , the 2e isn ' t as wide as it used to be",4e,appearance#color,only the black and grey come in the 4e,negative,EAEO
"why is it you can ' t get the nice colors in 4e ? only the black and grey come in the 4e , and since the change 2 years ago , the 2e isn ' t as wide as it used to be",2e,performance#sizing/fit,isn ' t as wide as it used to be,negative,EAEO
it ' s not as white as it looks in the photo it is a gray all over . so i ' d say the photo is a lie . also the shoe is not as comfortable as other reeboks . i like gray but was not expecting gray from the photo !,null,appearance#color,it ' s not as white as it looks in the photo it is a gray all over,negative,IAEO
it ' s not as white as it looks in the photo it is a gray all over . so i ' d say the photo is a lie . also the shoe is not as comfortable as other reeboks . i like gray but was not expecting gray from the photo !,null,appearance#general,so i ' d say the photo is a lie,negative,IAEO
it ' s not as white as it looks in the photo it is a gray all over . so i ' d say the photo is a lie . also the shoe is not as comfortable as other reeboks . i like gray but was not expecting gray from the photo !,null,contextofuse#purchase\_context,so i ' d say the photo is a lie,negative,IAEO
it ' s not as white as it looks in the photo it is a gray all over . so i ' d say the photo is a lie . also the shoe is not as comfortable as other reeboks . i like gray but was not expecting gray from the photo !,shoe,performance#comfort,not as comfortable as other reeboks,negative,EAEO
it ' s not as white as it looks in the photo it is a gray all over . so i ' d say the photo is a lie . also the shoe is not as comfortable as other reeboks . i like gray but was not expecting gray from the photo !,gray,appearance#color,i like gray but was not expecting gray from the photo,positive,EAEO
it ' s not as white as it looks in the photo it is a gray all over . so i ' d say the photo is a lie . also the shoe is not as comfortable as other reeboks . i like gray but was not expecting gray from the photo !,null,contextofuse#purchase\_context,i like gray but was not expecting gray from the photo,negative,IAEO
i got wide and the top of my feet hurt because the elastic band on the top is too tight and there is no way to loosen them . just sayin . . .,elastic band on the top,appearance#shoe component,is too tight and there is no way to loosen them,negative,EAEO
i got wide and the top of my feet hurt because the elastic band on the top is too tight and there is no way to loosen them . just sayin . . .,null,performance#sizing/fit,the top of my feet hurt,negative,IAEO
super cute and comfy . it ' s worried about getting them wet or dirty tho . .,null,appearance#general,super cute,positive,IAEO
super cute and comfy . it ' s worried about getting them wet or dirty tho . .,null,performance#comfort,comfy,positive,IAEO
super cute and comfy . it ' s worried about getting them wet or dirty tho . .,null,appearance#material,worried about getting them wet or dirty tho,neutral,IAEO
super cute and comfy . it ' s worried about getting them wet or dirty tho . .,null,performance#durability,worried about getting them wet or dirty tho,neutral,IAEO
"nice looking shoe but the fit was not what i was use to . . . . should have known better as the shoes were on "" sale "" . not happy that i had to pay to ship them back .",shoe,appearance#general,nice looking,positive,EAEO
"nice looking shoe but the fit was not what i was use to . . . . should have known better as the shoes were on "" sale "" . not happy that i had to pay to ship them back .",shoe,performance#sizing/fit,the fit was not what i was use to,negative,EAEO
"nice looking shoe but the fit was not what i was use to . . . . should have known better as the shoes were on "" sale "" . not happy that i had to pay to ship them back .",shoes,cost/value,"should have known better as the shoes were on "" sale """,negative,EAEO
"nice looking shoe but the fit was not what i was use to . . . . should have known better as the shoes were on "" sale "" . not happy that i had to pay to ship them back .",null,contextofuse#purchase\_context,not happy that i had to pay to ship them back,negative,IAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",pair of men ' s wide,contextofuse#purchase\_context,bought a pair of men ' s wide in a half size large then recommended,neutral,EAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",toe on left foot,appearance#shoe component,rubs little toe on left foot,negative,EAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",null,performance#sizing/fit,rubs little toe on left foot,negative,IAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",shoe,general,i want to the love them,negative,EAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",shoe,performance#comfort,very comfortable,positive,EAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",null,performance#sizing/fit,"i don ' t like the lacing system , the fact it runs narrow",negative,IAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",null,appearance#color,"i wish i bought another color , rather than the grey and black",negative,IAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",lacing system,appearance#shoe component,"i don ' t like the lacing system , the fact it runs narrow",negative,EAEO
"bought a pair of men ' s wide in a half size large then recommended . still rubs little toe on left foot . the shoe is very comfortable and i want to the love them . i don ' t like the lacing system , the fact it runs narrow , and i wish i bought another color , rather than the grey and black . i will keep looking for shoes .",shoes,cost/value,will keep looking for shoes,negative,EAEO
"after reading reviews , i purchased a half size larger . i walk 4mi , five days a week and even with the larger size my toes feel pinched and i have soreness in the toes arfter walking .",null,contextofuse#purchase\_context,"after reading reviews , i purchased a half size larger",negative,IAEO
"after reading reviews , i purchased a half size larger . i walk 4mi , five days a week and even with the larger size my toes feel pinched and i have soreness in the toes arfter walking .",null,contextofuse#use case,"walk 4mi , five days a week",neutral,IAEO
"after reading reviews , i purchased a half size larger . i walk 4mi , five days a week and even with the larger size my toes feel pinched and i have soreness in the toes arfter walking .",null,performance#use case applicability,larger size my toes feel pinched and i have soreness in the toes arfter walking,negative,IAEO
"i ' m a huge fan of the superstars ( have just about every color ) but although these sneakers are sick , had i seen that they have the sizing sizes on the outside , i ' d have definitely passed on these .",superstars,general,i ' m a huge fan,positive,EAEO
"i ' m a huge fan of the superstars ( have just about every color ) but although these sneakers are sick , had i seen that they have the sizing sizes on the outside , i ' d have definitely passed on these .",superstars,appearance#color,have just about every color,positive,EAEO
"i ' m a huge fan of the superstars ( have just about every color ) but although these sneakers are sick , had i seen that they have the sizing sizes on the outside , i ' d have definitely passed on these .",sneakers,general,although these sneakers are sick,positive,EAEO
"i ' m a huge fan of the superstars ( have just about every color ) but although these sneakers are sick , had i seen that they have the sizing sizes on the outside , i ' d have definitely passed on these .",sneakers,appearance#form,"have the sizing sizes on the outside , i ' d have definitely passed on these",negative,EAEO
i love this shoe . it ' s so comfortable . a little squeaky .,shoe,general,i love,positive,EAEO
i love this shoe . it ' s so comfortable . a little squeaky .,null,performance#comfort,so comfortable,positive,IAEO
i love this shoe . it ' s so comfortable . a little squeaky .,null,performance#use case applicability,little squeaky,negative,IAEO
because it fit me perfect and it ' s comfortable and i like the style,null,appearance#form,like the style,positive,IAEO
because it fit me perfect and it ' s comfortable and i like the style,null,performance#comfort,it ' s comfortable,positive,IAEO
because it fit me perfect and it ' s comfortable and i like the style,null,performance#sizing/fit,fit me perfect,positive,IAEO
i was excited to receive this pair . i ordered my size ( 7 in the us ) but these shoes are clearly oversized ! they look and feel more like a us 8 . i am disappointed .,pair,contextofuse#purchase\_context,i was excited to receive,positive,EAEO
i was excited to receive this pair . i ordered my size ( 7 in the us ) but these shoes are clearly oversized ! they look and feel more like a us 8 . i am disappointed .,shoes,performance#sizing/fit,clearly oversized,negative,EAEO
i was excited to receive this pair . i ordered my size ( 7 in the us ) but these shoes are clearly oversized ! they look and feel more like a us 8 . i am disappointed .,null,appearance#form,look and feel more like a us 8,negative,IAEO
i was excited to receive this pair . i ordered my size ( 7 in the us ) but these shoes are clearly oversized ! they look and feel more like a us 8 . i am disappointed .,null,performance#sizing/fit,look and feel more like a us 8,negative,IAEO
i was excited to receive this pair . i ordered my size ( 7 in the us ) but these shoes are clearly oversized ! they look and feel more like a us 8 . i am disappointed .,null,general,i am disappointed,negative,IAEO
i wish adidas made better running shoes . i am an avid runner and have tried several styles but they dont seem to have the right support . adidas look good but dont run so good .,running shoes,performance#general,i wish adidas made better,negative,EAEO
i wish adidas made better running shoes . i am an avid runner and have tried several styles but they dont seem to have the right support . adidas look good but dont run so good .,null,performance#support/stability,tried several styles but they dont seem to have the right support,negative,IAEO
i wish adidas made better running shoes . i am an avid runner and have tried several styles but they dont seem to have the right support . adidas look good but dont run so good .,null,contextofuse#use case,i am an avid runner,negative,IAEO
i wish adidas made better running shoes . i am an avid runner and have tried several styles but they dont seem to have the right support . adidas look good but dont run so good .,adidas,appearance#general,look good,positive,EAEO
i wish adidas made better running shoes . i am an avid runner and have tried several styles but they dont seem to have the right support . adidas look good but dont run so good .,adidas,performance#use case applicability,dont run so good .,negative,EAEO
these are cute and super comfortable . i have a pair in all the colors,null,performance#comfort,super comfortable,positive,IAEO
these are cute and super comfortable . i have a pair in all the colors,null,appearance#general,cute,positive,IAEO
these are cute and super comfortable . i have a pair in all the colors,null,appearance#color,i have a pair in all the colors,positive,IAEO
these are cute and super comfortable . i have a pair in all the colors,null,contextofuse#usage frequency,i have a pair in all the colors,positive,IAEO
"this was something i was looking forward to , but the tongue was so uncomfortable that i just could not wear them . i ' m not sure why the rest of the shoe is great , but the tongue is so not .",tongue,performance#comfort,uncomfortable,negative,EAEO
"this was something i was looking forward to , but the tongue was so uncomfortable that i just could not wear them . i ' m not sure why the rest of the shoe is great , but the tongue is so not .",null,general,something i was looking forward to,positive,IAEO
"this was something i was looking forward to , but the tongue was so uncomfortable that i just could not wear them . i ' m not sure why the rest of the shoe is great , but the tongue is so not .",shoe,general,the rest of the shoe is great,positive,EAEO
"this was something i was looking forward to , but the tongue was so uncomfortable that i just could not wear them . i ' m not sure why the rest of the shoe is great , but the tongue is so not .",tongue,appearance#shoe component,is so not,negative,EAEO
"great looking shoe , nice and clean but the comfort is not so great . the sole seems pretty thin and the in - soles are definitely pretty thin .",shoe,appearance#general,great looking,positive,EAEO
"great looking shoe , nice and clean but the comfort is not so great . the sole seems pretty thin and the in - soles are definitely pretty thin .",shoe,appearance#material,nice and clean,positive,EAEO
"great looking shoe , nice and clean but the comfort is not so great . the sole seems pretty thin and the in - soles are definitely pretty thin .",shoe,performance#comfort,comfort is not so great,negative,EAEO
"great looking shoe , nice and clean but the comfort is not so great . the sole seems pretty thin and the in - soles are definitely pretty thin .",sole,appearance#shoe component,pretty thin,negative,EAEO
"great looking shoe , nice and clean but the comfort is not so great . the sole seems pretty thin and the in - soles are definitely pretty thin .",in - soles,appearance#shoe component,definitely pretty thin,negative,EAEO
"i , like most people that purchased these when they were first released , was disappointed by the missing embroidery on the heel . despite that , they ' re an absolutely beautiful version of the samba . if you ' re a fan , they should be in your collection .",null,appearance#material,was disappointed by the missing embroidery on the heel,negative,IAEO
"i , like most people that purchased these when they were first released , was disappointed by the missing embroidery on the heel . despite that , they ' re an absolutely beautiful version of the samba . if you ' re a fan , they should be in your collection .",null,appearance#general,an absolutely beautiful version of the samba,positive,IAEO
"i , like most people that purchased these when they were first released , was disappointed by the missing embroidery on the heel . despite that , they ' re an absolutely beautiful version of the samba . if you ' re a fan , they should be in your collection .",null,cost/value,"if you ' re a fan , they should be in your collection",positive,IAEO
the leather had a small but very noticeable scratch in them . i ' m surprised it passed quality control . too bad cuz i like them . tried to upload photos,leather,appearance#material,leather had a small but very noticeable scratch,negative,EAEO
the leather had a small but very noticeable scratch in them . i ' m surprised it passed quality control . too bad cuz i like them . tried to upload photos,null,contextofuse#purchase\_context,i ' m surprised it passed quality control,negative,IAEO
the leather had a small but very noticeable scratch in them . i ' m surprised it passed quality control . too bad cuz i like them . tried to upload photos,null,general,too bad cuz i like,positive,IAEO
great shoe . very slick . i wish they would have left the big tongue .,shoe,general,great,positive,EAEO
great shoe . very slick . i wish they would have left the big tongue .,null,appearance#general,very slick,positive,IAEO
great shoe . very slick . i wish they would have left the big tongue .,null,appearance#shoe component,wish they would have left the big tongue,negative,IAEO
"like others have stated , i was super bummed with the shoes i received . not even close to the color i was expecting . the stripes are neon orange - not yellow / gold . will definitely think twice before ordering online with adidas again .",shoes,cost/value,i was super bummed with the shoes i received,negative,EAEO
"like others have stated , i was super bummed with the shoes i received . not even close to the color i was expecting . the stripes are neon orange - not yellow / gold . will definitely think twice before ordering online with adidas again .",shoes,contextofuse#purchase\_context,i was super bummed with the shoes i received,neutral,EAEO
"like others have stated , i was super bummed with the shoes i received . not even close to the color i was expecting . the stripes are neon orange - not yellow / gold . will definitely think twice before ordering online with adidas again .",null,appearance#color,not even close to the color i was expecting,negative,IAEO
"like others have stated , i was super bummed with the shoes i received . not even close to the color i was expecting . the stripes are neon orange - not yellow / gold . will definitely think twice before ordering online with adidas again .",stripes,appearance#shoe component,stripes are neon orange - not yellow / gold,negative,EAEO
"like others have stated , i was super bummed with the shoes i received . not even close to the color i was expecting . the stripes are neon orange - not yellow / gold . will definitely think twice before ordering online with adidas again .",null,appearance#color,stripes are neon orange - not yellow / gold,negative,IAEO
"like others have stated , i was super bummed with the shoes i received . not even close to the color i was expecting . the stripes are neon orange - not yellow / gold . will definitely think twice before ordering online with adidas again .",adidas,cost/value,will definitely think twice before ordering online with adidas again,negative,EAEO
i think they are comfortable but the left shoe squeaks every time i walk and it is super annoying . the right shoe is great and the pair i bought for my daughter is great too . but i don ' t like my crocs because the left shoe squeaks when i walk,shoe,performance#comfort,i think they are comfortable,positive,EAEO
i think they are comfortable but the left shoe squeaks every time i walk and it is super annoying . the right shoe is great and the pair i bought for my daughter is great too . but i don ' t like my crocs because the left shoe squeaks when i walk,left shoe,performance#use case applicability,squeaks every time i walk and it is super annoying,negative,EAEO
i think they are comfortable but the left shoe squeaks every time i walk and it is super annoying . the right shoe is great and the pair i bought for my daughter is great too . but i don ' t like my crocs because the left shoe squeaks when i walk,right shoe,general,is great,positive,EAEO
i think they are comfortable but the left shoe squeaks every time i walk and it is super annoying . the right shoe is great and the pair i bought for my daughter is great too . but i don ' t like my crocs because the left shoe squeaks when i walk,pair i bought for my daughter,contextofuse#purchase\_context,is great too,positive,EAEO
i think they are comfortable but the left shoe squeaks every time i walk and it is super annoying . the right shoe is great and the pair i bought for my daughter is great too . but i don ' t like my crocs because the left shoe squeaks when i walk,left shoe,performance#use case applicability,i don ' t like my crocs because the left shoe squeaks when i walk,negative,EAEO
fast store run or doing hair for long periods of time the best ! ! ! ! ! ! the fur is extra comfort,null,contextofuse#use case,fast store run or doing hair for long periods of time the best,positive,IAEO
fast store run or doing hair for long periods of time the best ! ! ! ! ! ! the fur is extra comfort,fur,performance#comfort,is extra comfort,positive,EAEO
fast store run or doing hair for long periods of time the best ! ! ! ! ! ! the fur is extra comfort,fur,appearance#material,is extra comfort,positive,EAEO
the fit was a little tight . not true to size .,null,performance#sizing/fit,the fit was a little tight,negative,IAEO
the fit was a little tight . not true to size .,null,performance#sizing/fit,not true to size,negative,IAEO
the fit was a little tight . not true to size .,null,contextofuse#purchase\_context,not true to size,negative,IAEO
"feel great fit great , just using and a house shoe . great comfort tho",shoe,performance#comfort,feel great,positive,EAEO
"feel great fit great , just using and a house shoe . great comfort tho",shoe,performance#sizing/fit,fit great,positive,EAEO
"feel great fit great , just using and a house shoe . great comfort tho",shoe,contextofuse#use case,just using and a house shoe,positive,EAEO
"feel great fit great , just using and a house shoe . great comfort tho",null,performance#comfort,great comfort tho,positive,IAEO
"as previous comments , i have bought 2 pairs of crocs to find they are very narrow towards the one pair i own . i am in a size 9 and i guess i have to return them now for a bigger size or probably better a refund .",crocs,performance#sizing/fit,they are very narrow towards the one pair i own,negative,EAEO
"as previous comments , i have bought 2 pairs of crocs to find they are very narrow towards the one pair i own . i am in a size 9 and i guess i have to return them now for a bigger size or probably better a refund .",null,performance#sizing/fit,size 9 and i guess i have to return them now for a bigger size or probably better a refund,neutral,IAEO
"as previous comments , i have bought 2 pairs of crocs to find they are very narrow towards the one pair i own . i am in a size 9 and i guess i have to return them now for a bigger size or probably better a refund .",null,cost/value,size 9 and i guess i have to return them now for a bigger size or probably better a refund,negative,IAEO
my son loves crocs . he has a large foot and says these fit so well . thank you,crocs,general,my son loves,positive,EAEO
my son loves crocs . he has a large foot and says these fit so well . thank you,null,performance#sizing/fit,he has a large foot and says these fit so well,positive,IAEO
my son loves crocs . he has a large foot and says these fit so well . thank you,null,general,thank you,positive,IAEO
too wide and too big as reviews said to upsize ao i did and way too wide ! first time purchasing crocs and i wouldn ' t buy again unless they make them appropriately ! ! !,null,performance#sizing/fit,too wide and too big as reviews said to upsize ao i did and way too wide !,negative,IAEO
too wide and too big as reviews said to upsize ao i did and way too wide ! first time purchasing crocs and i wouldn ' t buy again unless they make them appropriately ! ! !,null,contextofuse#purchase\_context,too wide and too big as reviews said to upsize ao i did and way too wide !,negative,IAEO
too wide and too big as reviews said to upsize ao i did and way too wide ! first time purchasing crocs and i wouldn ' t buy again unless they make them appropriately ! ! !,crocs,contextofuse#purchase\_context,first time purchasing,negative,EAEO
too wide and too big as reviews said to upsize ao i did and way too wide ! first time purchasing crocs and i wouldn ' t buy again unless they make them appropriately ! ! !,crocs,contextofuse#purchase\_context,i wouldn ' t buy again unless they make them appropriately !,negative,EAEO
too wide and too big as reviews said to upsize ao i did and way too wide ! first time purchasing crocs and i wouldn ' t buy again unless they make them appropriately ! ! !,crocs,performance#sizing/fit,i wouldn ' t buy again unless they make them appropriately !,negative,EAEO
"i wanted to love these - they were comfortable and cute . but the lining made my feet sweat in a way that other slippers have not , and in just mere weeks they became so stinky i had to toss them . back to my shearling - lined slippers i guess . : (",null,general,wanted to love these,negative,IAEO
"i wanted to love these - they were comfortable and cute . but the lining made my feet sweat in a way that other slippers have not , and in just mere weeks they became so stinky i had to toss them . back to my shearling - lined slippers i guess . : (",null,appearance#general,cute,positive,IAEO
"i wanted to love these - they were comfortable and cute . but the lining made my feet sweat in a way that other slippers have not , and in just mere weeks they became so stinky i had to toss them . back to my shearling - lined slippers i guess . : (",null,performance#comfort,were comfortable,positive,IAEO
"i wanted to love these - they were comfortable and cute . but the lining made my feet sweat in a way that other slippers have not , and in just mere weeks they became so stinky i had to toss them . back to my shearling - lined slippers i guess . : (",null,appearance#material,lining made my feet sweat,negative,IAEO
"i wanted to love these - they were comfortable and cute . but the lining made my feet sweat in a way that other slippers have not , and in just mere weeks they became so stinky i had to toss them . back to my shearling - lined slippers i guess . : (",null,appearance#material,in just mere weeks they became so stinky,negative,IAEO
"i wanted to love these - they were comfortable and cute . but the lining made my feet sweat in a way that other slippers have not , and in just mere weeks they became so stinky i had to toss them . back to my shearling - lined slippers i guess . : (",null,contextofuse#review\_temporality,in just mere weeks they became so stinky,negative,IAEO
"i wanted to love these - they were comfortable and cute . but the lining made my feet sweat in a way that other slippers have not , and in just mere weeks they became so stinky i had to toss them . back to my shearling - lined slippers i guess . : (",null,contextofuse#usage frequency,back to my shearling - lined slippers,negative,IAEO
not like the old days . lining is glued to shoe .,null,general,not like the old days,negative,IAEO
